OrderID,OrderDate,CustomerID,CustomerName,City,State,Product,Category,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,PaymentMethod,OrderStatus,Rating,SalesChannel
ORD10011,2025-01-01 08:44:12.745274527,C1231,Customer_231,Mumbai,Maharashtra,Desk,Furniture,2,9000,0.1,16200.0,12400,3800.0,Credit Card,Delivered,4.0,Marketplace
ORD10012,2025-01-01 09:36:38.019801980,C1503,Customer_503,Kolkata,West Bengal,Backpack,Accessories,1,2500,0.0,2500.0,1400,1100.0,Net Banking,Delivered,4.0,Mobile App
ORD10013,2025-01-01 10:29:03.294329432,C1643,Customer_643,Mumbai,Maharashtra,T-Shirt,Fashion,1,900,0.0,900.0,450,450.0,UPI,Cancelled,2.0,Marketplace
ORD10014,2025-01-01 11:21:28.568856885,C1892,Customer_892,Chennai,Tamil Nadu,Tablet,Electronics,1,22000,0.15,18700.0,17000,1700.0,Net Banking,Delivered,1.0,Website
ORD10015,2025-01-01 12:13:53.843384338,C2195,Customer_1195,Bengaluru,Karnataka,Mouse,Electronics,1,800,0.05,760.0,450,310.0,Net Banking,Shipped,5.0,Marketplace
ORD10016,2025-01-01 13:06:19.117911791,C1557,Customer_557,Mumbai,Maharashtra,T-Shirt,Fashion,1,900,0.2,720.0,450,270.0,UPI,Cancelled,4.0,Mobile App
ORD10017,2025-01-01 13:58:44.392439243,C1190,Customer_190,Noida,Uttar Pradesh,Printer,Electronics,1,12000,0.0,12000.0,9000,3000.0,UPI,Delivered,1.0,Marketplace
ORD10018,2025-01-01 14:51:09.666966696,C1710,Customer_710,Jaipur,Rajasthan,Printer,Electronics,2,12000,0.2,19200.0,18000,1200.0,Debit Card,Delivered,5.0,Website
ORD10019,2025-01-01 15:43:34.941494149,C2137,Customer_1137,Lucknow,Uttar Pradesh,Keyboard,Electronics,1,1500,0.2,1200.0,900,300.0,UPI,Delivered,4.0,Mobile App
ORD10020,2025-01-01 16:36:00.216021602,C1952,Customer_952,Gurugram,Haryana,Office Chair,Furniture,2,12000,0.0,24000.0,17000,7000.0,UPI,Delivered,1.0,Mobile App
ORD10021,2025-01-01 17:28:25.490549054,C1385,Customer_385,Ahmedabad,Gujarat,Monitor,Electronics,1,15000,0.05,14250.0,11000,3250.0,Debit Card,Returned,2.0,Website
ORD10022,2025-01-01 18:20:50.765076507,C1836,Customer_836,Lucknow,Uttar Pradesh,Jeans,Fashion,4,2200,0.0,8800.0,4800,4000.0,Debit Card,Delivered,1.0,Marketplace
ORD10023,2025-01-01 19:13:16.039603960,C1982,Customer_982,Kolkata,West Bengal,Smartphone,Electronics,1,30000,0.25,22500.0,24000,-1500.0,Debit Card,Delivered,1.0,Marketplace
ORD10024,2025-01-01 20:05:41.314131413,C1403,Customer_403,Mumbai,Maharashtra,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Credit Card,Delivered,3.0,Marketplace
ORD10025,2025-01-01 20:58:06.588658865,C1338,Customer_338,Jaipur,Rajasthan,Mouse,Electronics,2,800,0.05,1520.0,900,620.0,UPI,Delivered,4.0,Website
ORD10026,2025-01-01 21:50:31.863186318,C1263,Customer_263,Gurugram,Haryana,Backpack,Accessories,3,2500,0.2,6000.0,4200,1800.0,Cash,Delivered,1.0,Website
ORD10027,2025-01-01 22:42:57.137713771,C2061,Customer_1061,Delhi,Delhi,Monitor,Electronics,1,15000,0.2,12000.0,11000,1000.0,Debit Card,Delivered,1.0,Marketplace
ORD10028,2025-01-01 23:35:22.412241224,C1628,Customer_628,Mumbai,Maharashtra,Keyboard,Electronics,3,1500,0.05,4275.0,2700,1575.0,Debit Card,Delivered,4.0,Mobile App
ORD10029,2025-01-02 00:27:47.686768676,C1099,Customer_99,Pune,Maharashtra,Desk,Furniture,1,9000,0.05,8550.0,6200,2350.0,UPI,Cancelled,2.0,Mobile App
ORD10030,2025-01-02 01:20:12.961296129,C1161,Customer_161,Gurugram,Haryana,Monitor,Electronics,2,15000,0.1,27000.0,22000,5000.0,Cash,Delivered,5.0,Marketplace
ORD10031,2025-01-02 02:12:38.235823582,C1955,Customer_955,Delhi,Delhi,Keyboard,Electronics,1,1500,0.1,1350.0,900,450.0,Debit Card,Returned,5.0,Marketplace
ORD10032,2025-01-02 03:05:03.510351035,C1798,Customer_798,Kolkata,West Bengal,Smartphone,Electronics,2,30000,0.15,51000.0,48000,3000.0,UPI,Shipped,1.0,Website
ORD10033,2025-01-02 03:57:28.784878487,C1017,Customer_17,Mumbai,Maharashtra,Jeans,Fashion,1,2200,0.15,1870.0,1200,670.0,Cash,Shipped,5.0,Mobile App
ORD10034,2025-01-02 04:49:54.059405940,C1280,Customer_280,Hyderabad,Telangana,Headphones,Electronics,1,2500,0.0,2500.0,1400,1100.0,Net Banking,Delivered,5.0,Marketplace
ORD10035,2025-01-02 05:42:19.333933393,C1981,Customer_981,Ahmedabad,Gujarat,Keyboard,Electronics,3,1500,0.05,4275.0,2700,1575.0,UPI,Delivered,2.0,Website
ORD10036,2025-01-02 06:34:44.608460846,C1626,Customer_626,Hyderabad,Telangana,Shoes,Fashion,2,3500,0.1,6300.0,4200,2100.0,Credit Card,Delivered,2.0,Mobile App
ORD10037,2025-01-02 07:27:09.882988298,C1246,Customer_246,Delhi,Delhi,Shoes,Fashion,2,3500,0.0,7000.0,4200,2800.0,Net Banking,Delivered,2.0,Marketplace
ORD10038,2025-01-02 08:19:35.157515751,C1903,Customer_903,Jaipur,Rajasthan,Monitor,Electronics,2,15000,0.0,30000.0,22000,8000.0,UPI,Shipped,5.0,Website
ORD10039,2025-01-02 09:12:00.432043204,C1834,Customer_834,Ahmedabad,Gujarat,Desk,Furniture,3,9000,0.0,27000.0,18600,8400.0,Debit Card,Delivered,2.0,Marketplace
ORD10040,2025-01-02 10:04:25.706570657,C1682,Customer_682,Hyderabad,Telangana,Printer,Electronics,1,12000,0.0,12000.0,9000,3000.0,Debit Card,Shipped,5.0,Website
ORD10041,2025-01-02 10:56:50.981098109,C2127,Customer_1127,Bengaluru,Karnataka,Desk,Furniture,1,9000,0.25,6750.0,6200,550.0,Cash,Returned,5.0,Mobile App
ORD10042,2025-01-02 11:49:16.255625562,C1269,Customer_269,Mumbai,Maharashtra,Tablet,Electronics,2,22000,0.15,37400.0,34000,3400.0,Credit Card,Shipped,2.0,Mobile App
ORD10043,2025-01-02 12:41:41.530153015,C2082,Customer_1082,Delhi,Delhi,Keyboard,Electronics,1,1500,0.05,1425.0,900,525.0,Credit Card,Cancelled,2.0,Website
ORD10044,2025-01-02 13:34:06.804680468,C2082,Customer_1082,Chennai,Tamil Nadu,Printer,Electronics,1,12000,0.1,10800.0,9000,1800.0,Credit Card,Delivered,2.0,Mobile App
ORD10045,2025-01-02 14:26:32.079207920,C1704,Customer_704,Jaipur,Rajasthan,Smartphone,Electronics,2,30000,0.05,57000.0,48000,9000.0,Net Banking,Returned,5.0,Marketplace
ORD10046,2025-01-02 15:18:57.353735373,C2110,Customer_1110,Ahmedabad,Gujarat,Keyboard,Electronics,1,1500,0.0,1500.0,900,600.0,UPI,Cancelled,4.0,Website
ORD10047,2025-01-02 16:11:22.628262826,C1453,Customer_453,Delhi,Delhi,Tablet,Electronics,1,22000,0.25,16500.0,17000,-500.0,Cash,Delivered,2.0,Website
ORD10048,2025-01-02 17:03:47.902790279,C1023,Customer_23,Pune,Maharashtra,Office Chair,Furniture,1,12000,0.05,11400.0,8500,2900.0,Credit Card,Delivered,5.0,Mobile App
ORD10049,2025-01-02 17:56:13.177317731,C1769,Customer_769,Lucknow,Uttar Pradesh,Mouse,Electronics,2,800,0.1,1440.0,900,540.0,Net Banking,Cancelled,4.0,Marketplace
ORD10050,2025-01-02 18:48:38.451845184,C1852,Customer_852,Delhi,Delhi,Monitor,Electronics,3,15000,0.1,40500.0,33000,7500.0,Cash,Delivered,3.0,Website
ORD10051,2025-01-02 19:41:03.726372637,C2192,Customer_1192,Mumbai,Maharashtra,Laptop,Electronics,2,55000,0.1,99000.0,84000,15000.0,Credit Card,Delivered,4.0,Website
ORD10052,2025-01-02 20:33:29.000900090,C1499,Customer_499,Ahmedabad,Gujarat,Watch,Accessories,1,5000,0.0,5000.0,3000,2000.0,Credit Card,Delivered,1.0,Mobile App
ORD10053,2025-01-02 21:25:54.275427542,C1115,Customer_115,Lucknow,Uttar Pradesh,Desk,Furniture,2,9000,0.05,17100.0,12400,4700.0,UPI,Shipped,2.0,Website
ORD10054,2025-01-02 22:18:19.549954995,C2021,Customer_1021,Noida,Uttar Pradesh,Monitor,Electronics,3,15000,0.15,38250.0,33000,5250.0,UPI,Shipped,2.0,Website
ORD10055,2025-01-02 23:10:44.824482448,C1978,Customer_978,Kolkata,West Bengal,Backpack,Accessories,2,2500,0.25,3750.0,2800,950.0,UPI,Returned,5.0,Website
ORD10056,2025-01-03 00:03:10.099009900,C1062,Customer_62,Chennai,Tamil Nadu,Office Chair,Furniture,2,12000,0.0,24000.0,17000,7000.0,Cash,Delivered,5.0,Marketplace
ORD10057,2025-01-03 00:55:35.373537353,C1076,Customer_76,Delhi,Delhi,Keyboard,Electronics,1,1500,0.25,1125.0,900,225.0,UPI,Shipped,4.0,Marketplace
ORD10058,2025-01-03 01:48:00.648064806,C1948,Customer_948,Bengaluru,Karnataka,Shoes,Fashion,1,3500,0.1,3150.0,2100,1050.0,Debit Card,Cancelled,4.0,Website
ORD10059,2025-01-03 02:40:25.922592259,C1935,Customer_935,Jaipur,Rajasthan,Office Chair,Furniture,1,12000,0.2,9600.0,8500,1100.0,Credit Card,Cancelled,3.0,Marketplace
ORD10060,2025-01-03 03:32:51.197119711,C2033,Customer_1033,Noida,Uttar Pradesh,Watch,Accessories,2,5000,0.25,7500.0,6000,1500.0,Credit Card,Delivered,4.0,Website
ORD10061,2025-01-03 04:25:16.471647164,C1170,Customer_170,Hyderabad,Telangana,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,UPI,Delivered,3.0,Mobile App
ORD10062,2025-01-03 05:17:41.746174617,C1500,Customer_500,Bengaluru,Karnataka,Monitor,Electronics,1,15000,0.0,15000.0,11000,4000.0,UPI,Delivered,5.0,Mobile App
ORD10063,2025-01-03 06:10:07.020702070,C1091,Customer_91,Mumbai,Maharashtra,Jeans,Fashion,2,2200,0.1,3960.0,2400,1560.0,Credit Card,Delivered,3.0,Marketplace
ORD10064,2025-01-03 07:02:32.295229522,C2082,Customer_1082,Mumbai,Maharashtra,Printer,Electronics,1,12000,0.05,11400.0,9000,2400.0,Cash,Shipped,5.0,Marketplace
ORD10065,2025-01-03 07:54:57.569756975,C1190,Customer_190,Chennai,Tamil Nadu,Backpack,Accessories,2,2500,0.1,4500.0,2800,1700.0,UPI,Shipped,1.0,Website
ORD10066,2025-01-03 08:47:22.844284428,C1685,Customer_685,Delhi,Delhi,Desk,Furniture,1,9000,0.25,6750.0,6200,550.0,Net Banking,Cancelled,5.0,Mobile App
ORD10067,2025-01-03 09:39:48.118811881,C1047,Customer_47,Noida,Uttar Pradesh,Headphones,Electronics,3,2500,0.05,7125.0,4200,2925.0,UPI,Delivered,1.0,Website
ORD10068,2025-01-03 10:32:13.393339333,C1971,Customer_971,Hyderabad,Telangana,Smartphone,Electronics,1,30000,0.15,25500.0,24000,1500.0,Cash,Delivered,4.0,Website
ORD10069,2025-01-03 11:24:38.667866786,C1698,Customer_698,Lucknow,Uttar Pradesh,Desk,Furniture,1,9000,0.1,8100.0,6200,1900.0,Cash,Delivered,4.0,Website
ORD10070,2025-01-03 12:17:03.942394239,C2169,Customer_1169,Pune,Maharashtra,Backpack,Accessories,4,2500,0.1,9000.0,5600,3400.0,UPI,Delivered,5.0,Website
ORD10071,2025-01-03 13:09:29.216921692,C1256,Customer_256,Mumbai,Maharashtra,Jeans,Fashion,2,2200,0.2,3520.0,2400,1120.0,Net Banking,Delivered,2.0,Mobile App
ORD10072,2025-01-03 14:01:54.491449144,C2016,Customer_1016,Gurugram,Haryana,Desk,Furniture,1,9000,0.0,9000.0,6200,2800.0,UPI,Returned,1.0,Mobile App
ORD10073,2025-01-03 14:54:19.765976597,C1827,Customer_827,Delhi,Delhi,Tablet,Electronics,1,22000,0.15,18700.0,17000,1700.0,Debit Card,Delivered,5.0,Website
ORD10074,2025-01-03 15:46:45.040504050,C1823,Customer_823,Jaipur,Rajasthan,Monitor,Electronics,1,15000,0.05,14250.0,11000,3250.0,Cash,Delivered,5.0,Marketplace
ORD10075,2025-01-03 16:39:10.315031503,C1677,Customer_677,Hyderabad,Telangana,Headphones,Electronics,3,2500,0.1,6750.0,4200,2550.0,Credit Card,Delivered,3.0,Website
ORD10076,2025-01-03 17:31:35.589558955,C1717,Customer_717,Jaipur,Rajasthan,Headphones,Electronics,1,2500,0.25,1875.0,1400,475.0,Cash,Returned,1.0,Website
ORD10077,2025-01-03 18:24:00.864086408,C1154,Customer_154,Gurugram,Haryana,Desk,Furniture,1,9000,0.0,9000.0,6200,2800.0,Credit Card,Delivered,3.0,Marketplace
ORD10078,2025-01-03 19:16:26.138613861,C1990,Customer_990,Ahmedabad,Gujarat,Monitor,Electronics,2,15000,0.25,22500.0,22000,500.0,Debit Card,Delivered,1.0,Marketplace
ORD10079,2025-01-03 20:08:51.413141314,C1578,Customer_578,Chennai,Tamil Nadu,Tablet,Electronics,2,22000,0.1,39600.0,34000,5600.0,Debit Card,Delivered,4.0,Mobile App
ORD10080,2025-01-03 21:01:16.687668766,C1859,Customer_859,Gurugram,Haryana,Smartphone,Electronics,1,30000,0.05,28500.0,24000,4500.0,Debit Card,Delivered,4.0,Website
ORD10081,2025-01-03 21:53:41.962196219,C1759,Customer_759,Delhi,Delhi,Smartphone,Electronics,2,30000,0.05,57000.0,48000,9000.0,Credit Card,Delivered,1.0,Website
ORD10082,2025-01-03 22:46:07.236723672,C1785,Customer_785,Pune,Maharashtra,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,Cash,Shipped,5.0,Mobile App
ORD10083,2025-01-03 23:38:32.511251125,C1043,Customer_43,Bengaluru,Karnataka,Smartphone,Electronics,1,30000,0.0,30000.0,24000,6000.0,Debit Card,Delivered,1.0,Marketplace
ORD10084,2025-01-04 00:30:57.785778577,C1360,Customer_360,Noida,Uttar Pradesh,Office Chair,Furniture,1,12000,0.1,10800.0,8500,2300.0,Cash,Delivered,3.0,Marketplace
ORD10085,2025-01-04 01:23:23.060306030,C2029,Customer_1029,Gurugram,Haryana,T-Shirt,Fashion,2,900,0.0,1800.0,900,900.0,Credit Card,Shipped,2.0,Website
ORD10086,2025-01-04 02:15:48.334833483,C1524,Customer_524,Bengaluru,Karnataka,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Credit Card,Returned,2.0,Website
ORD10087,2025-01-04 03:08:13.609360936,C1249,Customer_249,Lucknow,Uttar Pradesh,Printer,Electronics,2,12000,0.0,24000.0,18000,6000.0,UPI,Returned,3.0,Marketplace
ORD10088,2025-01-04 04:00:38.883888388,C1625,Customer_625,Delhi,Delhi,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,Debit Card,Cancelled,4.0,Marketplace
ORD10089,2025-01-04 04:53:04.158415841,C1078,Customer_78,Kolkata,West Bengal,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Credit Card,Cancelled,2.0,Mobile App
ORD10090,2025-01-04 05:45:29.432943294,C1919,Customer_919,Kolkata,West Bengal,T-Shirt,Fashion,1,900,0.1,810.0,450,360.0,Debit Card,Shipped,5.0,Mobile App
ORD10091,2025-01-04 06:37:54.707470747,C1485,Customer_485,Hyderabad,Telangana,Shoes,Fashion,1,3500,0.0,3500.0,2100,1400.0,Cash,Delivered,1.0,Website
ORD10092,2025-01-04 07:30:19.981998199,C1145,Customer_145,Hyderabad,Telangana,Office Chair,Furniture,1,12000,0.0,12000.0,8500,3500.0,Net Banking,Shipped,1.0,Mobile App
ORD10093,2025-01-04 08:22:45.256525652,C1111,Customer_111,Jaipur,Rajasthan,Keyboard,Electronics,1,1500,0.0,1500.0,900,600.0,Credit Card,Delivered,4.0,Marketplace
ORD10094,2025-01-04 09:15:10.531053105,C1315,Customer_315,Jaipur,Rajasthan,Shoes,Fashion,1,3500,0.2,2800.0,2100,700.0,Net Banking,Returned,5.0,Website
ORD10095,2025-01-04 10:07:35.805580558,C1624,Customer_624,Bengaluru,Karnataka,Laptop,Electronics,1,55000,0.0,55000.0,42000,13000.0,Cash,Returned,3.0,Mobile App
ORD10096,2025-01-04 11:00:01.080108010,C1243,Customer_243,Kolkata,West Bengal,Printer,Electronics,3,12000,0.0,36000.0,27000,9000.0,Net Banking,Shipped,2.0,Marketplace
ORD10097,2025-01-04 11:52:26.354635463,C1947,Customer_947,Hyderabad,Telangana,Mouse,Electronics,4,800,0.1,2880.0,1800,1080.0,UPI,Delivered,3.0,Mobile App
ORD10098,2025-01-04 12:44:51.629162916,C1836,Customer_836,Ahmedabad,Gujarat,Keyboard,Electronics,1,1500,0.25,1125.0,900,225.0,Debit Card,Shipped,1.0,Website
ORD10099,2025-01-04 13:37:16.903690369,C1139,Customer_139,Delhi,Delhi,Jeans,Fashion,2,2200,0.05,4180.0,2400,1780.0,Cash,Cancelled,3.0,Marketplace
ORD10100,2025-01-04 14:29:42.178217821,C1172,Customer_172,Hyderabad,Telangana,Laptop,Electronics,1,55000,0.0,55000.0,42000,13000.0,Credit Card,Cancelled,2.0,Website
ORD10101,2025-01-04 15:22:07.452745274,C1911,Customer_911,Bengaluru,Karnataka,Tablet,Electronics,1,22000,0.0,22000.0,17000,5000.0,Debit Card,Returned,1.0,Website
ORD10102,2025-01-04 16:14:32.727272727,C1376,Customer_376,Ahmedabad,Gujarat,Printer,Electronics,4,12000,0.0,48000.0,36000,12000.0,Debit Card,Delivered,2.0,Marketplace
ORD10103,2025-01-04 17:06:58.001800180,C1873,Customer_873,Delhi,Delhi,Keyboard,Electronics,2,1500,0.1,2700.0,1800,900.0,Net Banking,Returned,4.0,Mobile App
ORD10104,2025-01-04 17:59:23.276327632,C1078,Customer_78,Bengaluru,Karnataka,Keyboard,Electronics,1,1500,0.0,1500.0,900,600.0,Credit Card,Returned,4.0,Website
ORD10105,2025-01-04 18:51:48.550855085,C1616,Customer_616,Lucknow,Uttar Pradesh,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,Debit Card,Cancelled,1.0,Marketplace
ORD10106,2025-01-04 19:44:13.825382538,C1503,Customer_503,Delhi,Delhi,Tablet,Electronics,1,22000,0.2,17600.0,17000,600.0,Credit Card,Returned,5.0,Marketplace
ORD10107,2025-01-04 20:36:39.099909991,C1554,Customer_554,Mumbai,Maharashtra,Office Chair,Furniture,1,12000,0.05,11400.0,8500,2900.0,Cash,Cancelled,1.0,Mobile App
ORD10108,2025-01-04 21:29:04.374437443,C2121,Customer_1121,Noida,Uttar Pradesh,Office Chair,Furniture,2,12000,0.0,24000.0,17000,7000.0,Net Banking,Cancelled,3.0,Marketplace
ORD10109,2025-01-04 22:21:29.648964896,C1865,Customer_865,Pune,Maharashtra,Laptop,Electronics,1,55000,0.15,46750.0,42000,4750.0,Net Banking,Shipped,5.0,Marketplace
ORD10110,2025-01-04 23:13:54.923492349,C1844,Customer_844,Kolkata,West Bengal,Watch,Accessories,1,5000,0.0,5000.0,3000,2000.0,Net Banking,Delivered,3.0,Marketplace
ORD10111,2025-01-05 00:06:20.198019801,C1069,Customer_69,Mumbai,Maharashtra,Keyboard,Electronics,1,1500,0.15,1275.0,900,375.0,Cash,Delivered,2.0,Mobile App
ORD10112,2025-01-05 00:58:45.472547254,C1363,Customer_363,Kolkata,West Bengal,Smartphone,Electronics,1,30000,0.05,28500.0,24000,4500.0,Cash,Delivered,5.0,Mobile App
ORD10113,2025-01-05 01:51:10.747074707,C1683,Customer_683,Jaipur,Rajasthan,Monitor,Electronics,1,15000,0.15,12750.0,11000,1750.0,Cash,Shipped,4.0,Website
ORD10114,2025-01-05 02:43:36.021602160,C1604,Customer_604,Bengaluru,Karnataka,Desk,Furniture,2,9000,0.0,18000.0,12400,5600.0,Credit Card,Delivered,3.0,Website
ORD10115,2025-01-05 03:36:01.296129612,C1814,Customer_814,Kolkata,West Bengal,Printer,Electronics,2,12000,0.2,19200.0,18000,1200.0,Net Banking,Cancelled,2.0,Mobile App
ORD10116,2025-01-05 04:28:26.570657065,C1567,Customer_567,Hyderabad,Telangana,Mouse,Electronics,2,800,0.05,1520.0,900,620.0,Debit Card,Cancelled,1.0,Website
ORD10117,2025-01-05 05:20:51.845184518,C1937,Customer_937,Lucknow,Uttar Pradesh,Backpack,Accessories,2,2500,0.0,5000.0,2800,2200.0,Debit Card,Shipped,1.0,Mobile App
ORD10118,2025-01-05 06:13:17.119711971,C1418,Customer_418,Hyderabad,Telangana,T-Shirt,Fashion,1,900,0.05,855.0,450,405.0,Debit Card,Delivered,3.0,Marketplace
ORD10119,2025-01-05 07:05:42.394239423,C1710,Customer_710,Noida,Uttar Pradesh,Jeans,Fashion,1,2200,0.0,2200.0,1200,1000.0,Net Banking,Delivered,,Website
ORD10120,2025-01-05 07:58:07.668766876,C2073,Customer_1073,Noida,Uttar Pradesh,Tablet,Electronics,2,22000,0.0,44000.0,34000,10000.0,UPI,Shipped,1.0,Website
ORD10121,2025-01-05 08:50:32.943294329,C1561,Customer_561,Hyderabad,Telangana,Mouse,Electronics,3,800,0.1,2160.0,1350,810.0,UPI,Cancelled,3.0,Marketplace
ORD10122,2025-01-05 09:42:58.217821782,C1429,Customer_429,,Maharashtra,Desk,Furniture,1,9000,0.1,8100.0,6200,1900.0,Net Banking,Returned,3.0,Mobile App
ORD10123,2025-01-05 10:35:23.492349234,C1988,Customer_988,Mumbai,Maharashtra,Laptop,Electronics,1,55000,0.1,49500.0,42000,7500.0,UPI,Delivered,3.0,Marketplace
ORD10124,2025-01-05 11:27:48.766876687,C1800,Customer_800,Delhi,Delhi,Mouse,Electronics,1,800,0.0,800.0,450,350.0,Credit Card,Delivered,3.0,Mobile App
ORD10125,2025-01-05 12:20:14.041404140,C2032,Customer_1032,Ahmedabad,Gujarat,Monitor,Electronics,2,15000,0.25,22500.0,22000,500.0,UPI,Delivered,3.0,Marketplace
ORD10126,2025-01-05 13:12:39.315931593,C1579,Customer_579,Kolkata,West Bengal,T-Shirt,Fashion,1,900,0.15,765.0,450,315.0,Debit Card,Delivered,4.0,Marketplace
ORD10127,2025-01-05 14:05:04.590459045,C2144,Customer_1144,Gurugram,Haryana,Desk,Furniture,2,9000,0.25,13500.0,12400,1100.0,Debit Card,Shipped,4.0,Website
ORD10128,2025-01-05 14:57:29.864986498,C1007,Customer_7,Bengaluru,Karnataka,Smartphone,Electronics,1,30000,0.05,28500.0,24000,4500.0,Credit Card,Delivered,5.0,Marketplace
ORD10129,2025-01-05 15:49:55.139513951,C1514,Customer_514,Mumbai,Maharashtra,Watch,Accessories,1,5000,0.05,4750.0,3000,1750.0,UPI,Cancelled,4.0,Marketplace
ORD10130,2025-01-05 16:42:20.414041404,C1261,Customer_261,Gurugram,Haryana,Shoes,Fashion,1,3500,0.0,3500.0,2100,1400.0,Net Banking,Returned,1.0,Mobile App
ORD10131,2025-01-05 17:34:45.688568856,C1593,Customer_593,Ahmedabad,Gujarat,Headphones,Electronics,1,2500,0.25,1875.0,1400,475.0,Credit Card,Returned,3.0,Mobile App
ORD10132,2025-01-05 18:27:10.963096309,C1521,Customer_521,Delhi,Delhi,Office Chair,Furniture,1,12000,0.1,10800.0,8500,2300.0,Credit Card,Cancelled,1.0,Marketplace
ORD10133,2025-01-05 19:19:36.237623762,C1666,Customer_666,Hyderabad,Telangana,Backpack,Accessories,2,2500,0.05,4750.0,2800,1950.0,Credit Card,Cancelled,5.0,Mobile App
ORD10134,2025-01-05 20:12:01.512151215,C1042,Customer_42,Bengaluru,Karnataka,Office Chair,Furniture,1,12000,0.2,9600.0,8500,1100.0,Cash,Delivered,2.0,Website
ORD10135,2025-01-05 21:04:26.786678667,C1342,Customer_342,Jaipur,Rajasthan,Headphones,Electronics,1,2500,0.15,2125.0,1400,725.0,Net Banking,Delivered,1.0,Marketplace
ORD10136,2025-01-05 21:56:52.061206120,C1821,Customer_821,Noida,Uttar Pradesh,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Credit Card,Cancelled,1.0,Mobile App
ORD10137,2025-01-05 22:49:17.335733573,C1130,Customer_130,Ahmedabad,Gujarat,Headphones,Electronics,2,2500,0.05,4750.0,2800,1950.0,Cash,Returned,3.0,Website
ORD10138,2025-01-05 23:41:42.610261026,C1149,Customer_149,Bengaluru,Karnataka,Keyboard,Electronics,2,1500,0.0,3000.0,1800,1200.0,Debit Card,Delivered,4.0,Website
ORD10139,2025-01-06 00:34:07.884788478,C1055,Customer_55,Chennai,Tamil Nadu,T-Shirt,Fashion,2,900,0.2,1440.0,900,540.0,Net Banking,Delivered,2.0,Marketplace
ORD10140,2025-01-06 01:26:33.159315931,C1958,Customer_958,Mumbai,Maharashtra,Mouse,Electronics,1,800,0.0,800.0,450,350.0,Debit Card,Cancelled,3.0,Mobile App
ORD10141,2025-01-06 02:18:58.433843384,C1296,Customer_296,Lucknow,Uttar Pradesh,Backpack,Accessories,1,2500,0.05,2375.0,1400,975.0,UPI,Delivered,1.0,Website
ORD10142,2025-01-06 03:11:23.708370837,C1131,Customer_131,Kolkata,West Bengal,T-Shirt,Fashion,1,900,0.0,900.0,450,450.0,Credit Card,Cancelled,4.0,Marketplace
ORD10143,2025-01-06 04:03:48.982898289,C2068,Customer_1068,Hyderabad,Telangana,Printer,Electronics,1,12000,0.05,11400.0,9000,2400.0,Debit Card,Delivered,1.0,Website
